SDG Region,Country or Territory Name,Average share of the built-up area of cities that is open space for public use for all (%) [a],Average share of urban population with convenient access to open public spaces (%) [b]
Central Asia and Southern Asia ,Afghanistan,17.94502587,82.05341295
Central Asia and Southern Asia ,Afghanistan,12.13354279,62.46434304
Central Asia and Southern Asia ,Afghanistan,17.19664185,55.55715315
Central Asia and Southern Asia ,Afghanistan,15.65237729,59.00959287
Central Asia and Southern Asia ,Afghanistan,19.89579915,13.04331781
Central Asia and Southern Asia ,Afghanistan,,45.93892891
Central Asia and Southern Asia ,Afghanistan,11.33561615,75.16806775
Central Asia and Southern Asia ,Afghanistan,13.57448576,70.46493276
Central Asia and Southern Asia ,Afghanistan,15.31131958,65.58849552
Central Asia and Southern Asia ,Afghanistan,9.620737,56.14663249
Northern America and Europe ,Albania,12.43451411,37.87783383
Northern America and Europe ,Albania,10.55809592,47.0960312
Western Asia and Northern Africa ,Algeria,14.79843978,49.59455418
Western Asia and Northern Africa ,Algeria,20.19384302,42.03592882
Western Asia and Northern Africa ,Algeria,13.54007083,43.25542889
Western Asia and Northern Africa ,Algeria,15.44625286,54.00889123
Western Asia and Northern Africa ,Algeria,18.15902849,62.74529474
Western Asia and Northern Africa ,Algeria,14.88986073,41.23466883
Western Asia and Northern Africa ,Algeria,17.60755362,70.55116428
Western Asia and Northern Africa ,Algeria,27.84832751,67.46434806
Western Asia and Northern Africa ,Algeria,12.66405962,74.5111796
Western Asia and Northern Africa ,Algeria,13.73660769,81.60063391
Western Asia and Northern Africa ,Algeria,17.89080263,64.49275527
Western Asia and Northern Africa ,Algeria,19.60038731,65.33195457
Western Asia and Northern Africa ,Algeria,16.95427195,33.56049107
Western Asia and Northern Africa ,Algeria,15.2116504,44.40563508
Western Asia and Northern Africa ,Algeria,20.85351031,67.62032484
Western Asia and Northern Africa ,Algeria,19.85646388,34.85624467
Western Asia and Northern Africa ,Algeria,13.56651819,32.05231728
Western Asia and Northern Africa ,Algeria,17.56536394,81.43853306
Western Asia and Northern Africa ,Algeria,20.68082744,56.54086094
Sub-Saharan Africa ,Angola,15.60915222,32.81214052
Sub-Saharan Africa ,Angola,,21.10200966
Sub-Saharan Africa ,Angola,16.10366975,14.04509715
Sub-Saharan Africa ,Angola,19.3490594,17.31168792
Sub-Saharan Africa ,Angola,13.03017578,26.98966887
Sub-Saharan Africa ,Angola,13.18618319,22.86286978
Sub-Saharan Africa ,Angola,9.895670116,9.499601343
Sub-Saharan Africa ,Angola,12.58771574,3.76453735
Sub-Saharan Africa ,Angola,10.16721801,29.35238573
Sub-Saharan Africa ,Angola,14.09950805,16.9446455
Latin America and the Caribbean ,Antigua and Barbuda,13.41234631,44.96271563
Latin America and the Caribbean ,Argentina,19.13738818,76.00564088
Latin America and the Caribbean ,Argentina,16.2958382,49.54724227
Latin America and the Caribbean ,Argentina,14.63918502,82.87978024
Latin America and the Caribbean ,Argentina,18.54068837,73.66528655
Latin America and the Caribbean ,Argentina,21.81466901,61.68357134
Latin America and the Caribbean ,Argentina,13.51351877,67.50060831
Latin America and the Caribbean ,Argentina,16.04827449,72.02680499
Latin America and the Caribbean ,Argentina,16.72827596,79.73303743
Latin America and the Caribbean ,Argentina,18.55890138,55.31268249
Latin America and the Caribbean ,Argentina,19.52913172,74.8235928
Latin America and the Caribbean ,Argentina,23.92108788,91.06850345
Latin America and the Caribbean ,Argentina,15.72643783,80.29634735
Latin America and the Caribbean ,Argentina,17.90673042,48.70403544
Latin America and the Caribbean ,Argentina,21.44802529,77.14720267
Latin America and the Caribbean ,Argentina,25.67634272,84.40581478
Latin America and the Caribbean ,Argentina,22.80558263,52.84298687
Latin America and the Caribbean ,Argentina,17.28296686,65.43954514
Latin America and the Caribbean ,Argentina,17.45215111,59.14800291
Latin America and the Caribbean ,Argentina,17.19439029,64.05629604
Latin America and the Caribbean ,Argentina,19.56956631,43.58847262
Latin America and the Caribbean ,Argentina,27.43236971,92.52721286
Latin America and the Caribbean ,Argentina,20.85420067,80.72777975
Latin America and the Caribbean ,Argentina,22.92105938,88.89570394
Latin America and the Caribbean ,Argentina,16.67441591,71.33936006
Latin America and the Caribbean ,Argentina,19.26226887,86.07577289
Latin America and the Caribbean ,Argentina,16.22536517,53.96450688
Western Asia and Northern Africa ,Armenia,19.81445725,47.15151443
Australia and New Zealand ,Australia,20.18028932,72.15296532
Australia and New Zealand ,Australia,23.25929926,92.44218932
Australia and New Zealand ,Australia,19.54316646,80.54991489
Australia and New Zealand ,Australia,23.61321937,96.7844475
Australia and New Zealand ,Australia,23.85062526,97.78233259
Australia and New Zealand ,Australia,21.85490912,90.24174776
Australia and New Zealand ,Australia,17.92935186,76.16439826
Australia and New Zealand ,Australia,20.46328499,53.95929873
Australia and New Zealand ,Australia,18.39835111,86.74284095
Australia and New Zealand ,Australia,20.94033782,88.86470102
Australia and New Zealand ,Australia,28.37408639,94.28168033
Australia and New Zealand ,Australia,26.22757189,73.89185696
Australia and New Zealand ,Australia,15.0908909,75.13652383
Australia and New Zealand ,Australia,25.03664286,80.99626866
Australia and New Zealand ,Australia,20.36262821,84.42671865
Australia and New Zealand ,Australia,22.81858535,80.77839122
Australia and New Zealand ,Australia,20.73387139,73.37164284
Australia and New Zealand ,Australia,25.88326862,85.61725233
Australia and New Zealand ,Australia,25.45957969,92.27617616
Australia and New Zealand ,Australia,18.45752986,87.22464434
Australia and New Zealand ,Australia,13.5033898,33.37863066
Australia and New Zealand ,Australia,19.17074205,80.61556607
,Australia and New Zealand,,71.13277956
Northern America and Europe ,Austria,14.42859372,82.45881097
Northern America and Europe ,Austria,27.45127292,72.42082087
Western Asia and Northern Africa ,Azerbaijan,7.617299295,36.41242418
Western Asia and Northern Africa ,Azerbaijan,15.07320381,18.86466128
Western Asia and Northern Africa ,Azerbaijan,18.44090517,64.19985823
Western Asia and Northern Africa ,Azerbaijan,3.561903479,42.01355284
Western Asia and Northern Africa ,Azerbaijan,3.737145646,34.24749223
Western Asia and Northern Africa ,Azerbaijan,15.44096529,33.306465
Western Asia and Northern Africa ,Azerbaijan,13.11839821,25.59287379
Western Asia and Northern Africa ,Azerbaijan,17.51545694,9.996105219
Western Asia and Northern Africa ,Azerbaijan,20.27680747,36.4268531
Latin America and the Caribbean ,Bahamas,13.57519415,56.48628131
Western Asia and Northern Africa ,Bahrain,16.28,
Western Asia and Northern Africa ,Bahrain,19.13,
Western Asia and Northern Africa ,Bahrain,17.8,
Western Asia and Northern Africa ,Bahrain,15.94,
Western Asia and Northern Africa ,Bahrain,21.61,
Central Asia and Southern Asia ,Bangladesh,,59.56443408
Central Asia and Southern Asia ,Bangladesh,,79.81888416
Central Asia and Southern Asia ,Bangladesh,15.08775758,64.75808543
Central Asia and Southern Asia ,Bangladesh,,25.62753427
Central Asia and Southern Asia ,Bangladesh,,22.95268963
Central Asia and Southern Asia ,Bangladesh,,81.97613666
Central Asia and Southern Asia ,Bangladesh,,54.50603318
Central Asia and Southern Asia ,Bangladesh,15.07206778,62.77649831
Central Asia and Southern Asia ,Bangladesh,23.79439872,65.3154143
Central Asia and Southern Asia ,Bangladesh,14.33484461,29.59946105
Central Asia and Southern Asia ,Bangladesh,19.97845679,83.64775228
Central Asia and Southern Asia ,Bangladesh,,75.26236882
Central Asia and Southern Asia ,Bangladesh,26.75120943,71.3435807
Latin America and the Caribbean ,Barbados,12.64710014,56.04691109
Northern America and Europe ,Belarus,11.78483438,
Northern America and Europe ,Belarus,12.69294377,
Northern America and Europe ,Belarus,9.846457247,
Northern America and Europe ,Belarus,19.49152542,
Northern America and Europe ,Belarus,12.10983141,
Northern America and Europe ,Belarus,11.01040119,
Northern America and Europe ,Belgium,22.09780187,64.44261332
Northern America and Europe ,Belgium,22.21670945,85.81047593
Northern America and Europe ,Belgium,13.64268038,63.94777118
Latin America and the Caribbean ,Belize,19.34026798,66.31014936
Latin America and the Caribbean ,Belize,16.66252251,53.38494018
Sub-Saharan Africa ,Benin,12.12564386,36.61167907
Sub-Saharan Africa ,Benin,16.00831275,40.68811439
Sub-Saharan Africa ,Benin,13.74095974,70.44786443
Sub-Saharan Africa ,Benin,11.97265479,65.64885496
Sub-Saharan Africa ,Benin,17.28659554,81.88606989
Central Asia and Southern Asia ,Bhutan,14.40949629,39.01483843
Latin America and the Caribbean ,Bolivia (Plurinational State of),17.78487597,63.62040708
Latin America and the Caribbean ,Bolivia (Plurinational State of),20.72353738,79.53407561
Latin America and the Caribbean ,Bolivia (Plurinational State of),16.76866468,70.9337146
Latin America and the Caribbean ,Bolivia (Plurinational State of),17.94049464,77.27920903
Latin America and the Caribbean ,Bolivia (Plurinational State of),19.57454705,59.28622505
Latin America and the Caribbean ,Bolivia (Plurinational State of),16.91321373,79.82925288
Sub-Saharan Africa ,Botswana,,74.3
Sub-Saharan Africa ,Botswana,16.63594713,66.5
Latin America and the Caribbean ,Brazil,17.85057901,30.50359278
Latin America and the Caribbean ,Brazil,19.48844905,66.02306998
Latin America and the Caribbean ,Brazil,12.73911918,63.76409944
Latin America and the Caribbean ,Brazil,22.18204727,52.79633875
Latin America and the Caribbean ,Brazil,25.00582804,76.3611811
Latin America and the Caribbean ,Brazil,19.05186553,82.86916797
Latin America and the Caribbean ,Brazil,22.40051661,95.52531948
Latin America and the Caribbean ,Brazil,14.91497436,29.34856864
Latin America and the Caribbean ,Brazil,19.31777704,41.55214483
Latin America and the Caribbean ,Brazil,6.665582922,40.78315559
Latin America and the Caribbean ,Brazil,21.45539394,47.15423728
Latin America and the Caribbean ,Brazil,14.28099299,56.78175668
Latin America and the Caribbean ,Brazil,,55.19352567
Latin America and the Caribbean ,Brazil,11.25320163,52.16233713
Latin America and the Caribbean ,Brazil,18.86536022,47.86718564
Latin America and the Caribbean ,Brazil,16.89120935,62.49320268
Latin America and the Caribbean ,Brazil,18.3126267,54.63530125
Latin America and the Caribbean ,Brazil,24.14344626,62.74915706
Latin America and the Caribbean ,Brazil,21.13373973,76.18453464
Latin America and the Caribbean ,Brazil,20.13342138,61.4860005
Latin America and the Caribbean ,Brazil,15.09372892,67.61105841
Latin America and the Caribbean ,Brazil,21.71266868,89.54312992
Latin America and the Caribbean ,Brazil,16.32128653,76.87451997
Latin America and the Caribbean ,Brazil,20.49557299,70.01700431
Latin America and the Caribbean ,Brazil,22.1596898,84.53248014
Latin America and the Caribbean ,Brazil,24.32412469,77.53657425
Latin America and the Caribbean ,Brazil,12.97800741,31.5638226
Latin America and the Caribbean ,Brazil,19.56066755,94.70186266
Latin America and the Caribbean ,Brazil,15.65605503,46.11927196
Latin America and the Caribbean ,Brazil,23.94834688,74.27533338
Latin America and the Caribbean ,Brazil,17.01962319,51.53808776
Latin America and the Caribbean ,Brazil,15.09686265,31.53732065
Latin America and the Caribbean ,Brazil,21.0795416,64.7335849
Latin America and the Caribbean ,Brazil,21.75415886,58.71574499
Latin America and the Caribbean ,Brazil,18.17261514,65.71564215
Latin America and the Caribbean ,Brazil,27.35268579,93.45029559
Latin America and the Caribbean ,Brazil,24.15525489,52.77426607
Latin America and the Caribbean ,Brazil,23.45947828,89.30164337
Latin America and the Caribbean ,Brazil,18.43702485,63.03144659
Latin America and the Caribbean ,Brazil,13.80322195,22.62260825
Latin America and the Caribbean ,Brazil,19.42070031,69.45775628
Latin America and the Caribbean ,Brazil,19.51098514,62.29480765
Latin America and the Caribbean ,Brazil,12.60708815,58.57422028
Latin America and the Caribbean ,Brazil,13.52343895,44.82037006
Latin America and the Caribbean ,Brazil,16.14012635,61.65333313
Latin America and the Caribbean ,Brazil,18.33020413,70.4521789
Latin America and the Caribbean ,Brazil,15.79358996,38.51585129
Latin America and the Caribbean ,Brazil,18.68671164,73.09475325
Latin America and the Caribbean ,Brazil,22.3783433,76.91427572
Latin America and the Caribbean ,Brazil,24.82015644,81.33193795
Latin America and the Caribbean ,Brazil,18.80311144,53.75915604
Latin America and the Caribbean ,Brazil,19.87402459,81.73625744
Latin America and the Caribbean ,Brazil,26.29986696,81.25528231
Latin America and the Caribbean ,Brazil,24.80020619,69.32016196
Latin America and the Caribbean ,Brazil,26.35516427,81.86317717
Latin America and the Caribbean ,Brazil,22.04732279,43.70833428
Latin America and the Caribbean ,Brazil,18.71104189,60.48818138
Eastern Asia and South-eastern Asia ,Brunei Darussalam,11.92199721,21.65388119
Northern America and Europe ,Bulgaria,22.53331271,84.98122653
Northern America and Europe ,Bulgaria,18.37227189,84.0960186
Northern America and Europe ,Bulgaria,16.01444064,73.35644274
Northern America and Europe ,Bulgaria,14.33138911,42.57400476
Northern America and Europe ,Bulgaria,15.39201817,65.17489532
Northern America and Europe ,Bulgaria,20.12405724,91.23996679
Northern America and Europe ,Bulgaria,20.47986476,63.80341236
Northern America and Europe ,Bulgaria,17.5755482,78.24845444
Sub-Saharan Africa ,Burkina Faso,13.60106935,36.04166197
Sub-Saharan Africa ,Burkina Faso,12.96664746,44.92569137
Sub-Saharan Africa ,Burundi,10.31203613,17.52651072
Sub-Saharan Africa ,Cabo Verde,19.52106169,45.98540146
Eastern Asia and South-eastern Asia ,Cambodia,14.75477611,13.66697959
Eastern Asia and South-eastern Asia ,Cambodia,13.83567861,27.36519662
Sub-Saharan Africa ,Cameroon,,3.812569697
Sub-Saharan Africa ,Cameroon,8.427422446,2.68012109
Sub-Saharan Africa ,Cameroon,14.21254252,14.72501649
Sub-Saharan Africa ,Cameroon,7.177755691,12.84528936
Sub-Saharan Africa ,Cameroon,7.967916778,21.6884484
Sub-Saharan Africa ,Cameroon,10.25455304,9.788659794
Sub-Saharan Africa ,Cameroon,,19.59258503
Sub-Saharan Africa ,Cameroon,14.99270976,4.019750249
Sub-Saharan Africa ,Cameroon,10.15062272,11.05145414
Northern America and Europe ,Canada,17.15703791,89.39304106
Northern America and Europe ,Canada,27.33253207,92.52017077
Northern America and Europe ,Canada,18.25393012,67.16181359
Northern America and Europe ,Canada,20.2135327,82.46055753
Northern America and Europe ,Canada,15.76109926,77.53238944
Northern America and Europe ,Canada,19.96030809,91.80630156
Northern America and Europe ,Canada,30.10040705,95.49231237
Northern America and Europe ,Canada,20.69301273,89.48887216
Northern America and Europe ,Canada,16.01915434,66.46092254
Northern America and Europe ,Canada,21.20594761,91.66187244
Northern America and Europe ,Canada,21.94277576,93.64296715
Northern America and Europe ,Canada,20.34281592,76.29098026
Sub-Saharan Africa ,Central African Republic,10.94604218,24.72700893
,Central and Southern Asia,,38.16418031
Sub-Saharan Africa ,Chad,13.70992705,6.648915948
Latin America and the Caribbean ,Chile,11.96779492,72.40706653
Latin America and the Caribbean ,Chile,9.913852705,83.93543659
Latin America and the Caribbean ,Chile,9.894756374,86.256997
Latin America and the Caribbean ,Chile,12.24598469,92.18718852
Latin America and the Caribbean ,Chile,11.13662454,91.57367435
Latin America and the Caribbean ,Chile,10.20155311,88.67903504
Latin America and the Caribbean ,Chile,10.93310072,86.14128771
Latin America and the Caribbean ,Chile,11.73807539,90.2925289
Latin America and the Caribbean ,Chile,11.91569172,87.12388633
Latin America and the Caribbean ,Chile,16.17184336,96.42498666
Latin America and the Caribbean ,Chile,12.82271162,96.04628588
Latin America and the Caribbean ,Chile,11.83837812,83.63755279
Latin America and the Caribbean ,Chile,11.59152466,92.51243794
Latin America and the Caribbean ,Chile,9.734535221,94.07584546
Latin America and the Caribbean ,Chile,13.97387173,90.23416373
Latin America and the Caribbean ,Chile,13.12970048,95.78265004
Latin America and the Caribbean ,Chile,13.91251775,90.87479455
Latin America and the Caribbean ,Chile,7.506070507,62.50845918
Eastern Asia and South-eastern Asia ,China,,48.81786092
Eastern Asia and South-eastern Asia ,China,,21.13256384
Eastern Asia and South-eastern Asia ,China,,28.6502811
Eastern Asia and South-eastern Asia ,China,15.5777558,36.00663505
Eastern Asia and South-eastern Asia ,China,,33.63584403
Eastern Asia and South-eastern Asia ,China,,23.96593936
Eastern Asia and South-eastern Asia ,China,18.77413284,32.93876893
Eastern Asia and South-eastern Asia ,China,,27.60554174
Eastern Asia and South-eastern Asia ,China,,67.02935948
Eastern Asia and South-eastern Asia ,China,,17.22449393
Eastern Asia and South-eastern Asia ,China,,65.83254188
Eastern Asia and South-eastern Asia ,China,,20.57037975
Eastern Asia and South-eastern Asia ,China,,20.51286532
Eastern Asia and South-eastern Asia ,China,29.1318844,95.70674704
Eastern Asia and South-eastern Asia ,China,,26.94880943
Eastern Asia and South-eastern Asia ,China,,26.08351043
Eastern Asia and South-eastern Asia ,China,,27.60495001
Eastern Asia and South-eastern Asia ,China,,33.41777455
Eastern Asia and South-eastern Asia ,China,,37.83374254
Eastern Asia and South-eastern Asia ,China,15.14708295,31.29493145
Eastern Asia and South-eastern Asia ,China,,28.48889748
Eastern Asia and South-eastern Asia ,China,,30.20202385
Eastern Asia and South-eastern Asia ,China,,29.91363038
Eastern Asia and South-eastern Asia ,China,17.82733804,21.9393651
Eastern Asia and South-eastern Asia ,China,,16.91579869
Eastern Asia and South-eastern Asia ,China,,27.35712091
Eastern Asia and South-eastern Asia ,China,,34.13947357
Eastern Asia and South-eastern Asia ,China,,29.14862132
Eastern Asia and South-eastern Asia ,China,20.93865993,43.61904346
Eastern Asia and South-eastern Asia ,China,,30.97454664
Eastern Asia and South-eastern Asia ,China,,11.30678037
Eastern Asia and South-eastern Asia ,China,,67.35661686
Eastern Asia and South-eastern Asia ,China,,55.50924595
Eastern Asia and South-eastern Asia ,China,,20.03782815
Eastern Asia and South-eastern Asia ,China,,25.3704421
Latin America and the Caribbean ,Colombia,28.48424847,71.11
Latin America and the Caribbean ,Colombia,38.38405326,97.5
Latin America and the Caribbean ,Colombia,29.17243591,73.93
Latin America and the Caribbean ,Colombia,34.93395157,88.24
Latin America and the Caribbean ,Colombia,42.9731518,87
Latin America and the Caribbean ,Colombia,23.68561191,64.14
Latin America and the Caribbean ,Colombia,35.58648831,89.41
Latin America and the Caribbean ,Colombia,42.05601131,88.83
Latin America and the Caribbean ,Colombia,33,81
Sub-Saharan Africa ,Comoros,,22.38757332
Sub-Saharan Africa ,Congo,10.87231672,17.18843359
Sub-Saharan Africa ,Congo,13.17840589,9.567679145
Latin America and the Caribbean ,Costa Rica,16.54826175,50.59867408
Latin America and the Caribbean ,Costa Rica,21.330264,70.85858586
Latin America and the Caribbean ,Costa Rica,15.36785863,55.70512821
Latin America and the Caribbean ,Costa Rica,5.341525792,76.27749153
Latin America and the Caribbean ,Costa Rica,14.2599754,59.12859262
Sub-Saharan Africa ,Côte d’Ivoire,16.89898119,11.97190921
Sub-Saharan Africa ,Côte d’Ivoire,15.85572318,28.02071346
Sub-Saharan Africa ,Côte d’Ivoire,15.81712735,28.89366273
Sub-Saharan Africa ,Côte d’Ivoire,9.215977008,4.785554752
Sub-Saharan Africa ,Côte d’Ivoire,13.83816296,46.42857143
Sub-Saharan Africa ,Côte d’Ivoire,10.78725313,16.38404586
Sub-Saharan Africa ,Côte d’Ivoire,12.93492747,14.86750245
Sub-Saharan Africa ,Côte d’Ivoire,14.28570395,26.76643586
Northern America and Europe ,Croatia,19.89912034,56.59017137
Latin America and the Caribbean ,Cuba,15.7848605,64.77094264
Latin America and the Caribbean ,Cuba,14.39051449,55.36751684
Latin America and the Caribbean ,Cuba,15.08076587,40.07186049
Latin America and the Caribbean ,Cuba,15.21588507,48.21042096
Latin America and the Caribbean ,Cuba,13.65186418,43.44999393
Latin America and the Caribbean ,Cuba,17.6707905,68.8367827
Latin America and the Caribbean ,Cuba,17.25797187,38.42650379
Latin America and the Caribbean ,Cuba,14.99787094,58.37618647
Latin America and the Caribbean ,Cuba,14.18198185,53.71604599
Western Asia and Northern Africa ,Cyprus,14.69543935,63.14847389
Northern America and Europe ,Czechia,15.45165254,76.54032661
Northern America and Europe ,Czechia,12.66460224,61.77120386
Northern America and Europe ,Czechia,28.47976375,83.54677683
Eastern Asia and South-eastern Asia ,Democratic People's Republic of Korea,10.20171422,28.75141695
Eastern Asia and South-eastern Asia ,Democratic People's Republic of Korea,9.362681786,48.50462236
Eastern Asia and South-eastern Asia ,Democratic People's Republic of Korea,13.86099959,20.28713411
Eastern Asia and South-eastern Asia ,Democratic People's Republic of Korea,,28.9428693
